Age Range,Industry,Job Title,Annual Salary,Additional Monetary Compensation,Currency,Country,State,City,Years of Professional Experience Overall,Years of Professional Experience in Field,Highest Level of Education Completed,Gender
25-34,Media & Digital,Editorial Assistant,24000,700,GBP,United Kingdom,Unknown,Oxfordshire,8 - 10 years,5-7 years,College degree,Woman
35-44,Engineering or Manufacturing,Engineering Manager,120000,12000,USD,United States,Pennsylvania,Pittsburgh,11 - 20 years,8 - 10 years,PhD,Man
35-44,Engineering or Manufacturing,Senior Product Manager,120000,20000,USD,United States,Wisconsin,Madison,11 - 20 years,11 - 20 years,Master's degree,Woman
45-54,"Accounting, Banking & Finance",IT Risk,148000,26000,USD,United states,Colorado,Denver,21 - 30 years,11 - 20 years,College degree,Woman
35-44,Law Enforcement & Security,Senior Intelligence Officer,40000,0,GBP,United Kingdom,Unknown,London,11 - 20 years,11 - 20 years,College degree,Woman
25-34,Engineering or Manufacturing,Process engineer,112000,6000,USD,United States,Texas,Houston,11 - 20 years,8 - 10 years,College degree,Man
35-44,Insurance,Product Owner,75000,3000,EUR,Germany,Unknown,Munich,8 - 10 years,5-7 years,College degree,Man
25-34,Education (Higher Education),Circulation Supervisor,18000,0,USD,United States,New York,Albany,8 - 10 years,8 - 10 years,Master's degree,Woman
45-54,Engineering or Manufacturing,IT Project Manager,95000,10000,USD,United States,Michigan,Warren,21 - 30 years,11 - 20 years,College degree,Man
18-24,"Accounting, Banking & Finance",Audit associate,30000,250,EUR,Ireland,Unknown,Dublin,2 - 4 years,2 - 4 years,College degree,Woman
25-34,Computing or Tech,sr. info security consultant,96000,13000,CAD,Canada,Unknown,toronto,5-7 years,5-7 years,Master's degree,Man
25-34,Education (Higher Education),Assistant Professor,75000,0,USD,United States,Ohio,Cleveland Area,5-7 years,5-7 years,PhD,Woman
55-64,clinical trials research coordination,Social/Clinical Research Coordinator,44000,0,USD,United States,North Carolina,Chapel Hill,21 - 30 years,11 - 20 years,Master's degree,Woman
25-34,Health care,"Director, Medical Group Administration ",134000,0,USD,United States ,Pennsylvania,Greater Philly ,8 - 10 years,8 - 10 years,Master's degree,Woman
25-34,Engineering or Manufacturing,Automation Engineer,102500,5000,USD,United States,Massachusetts,Boston,8 - 10 years,8 - 10 years,College degree,Woman
45-54,Engineering or Manufacturing,Administrative Supervisor,76962,8000,USD,United States,Alaska,Anchorage,21 - 30 years,8 - 10 years,High School,Woman
25-34,Computing or Tech,"Manager, Information Security",189000,0,USD,United States,Michigan,Metro-Detroit,11 - 20 years,8 - 10 years,College degree,Woman
55-64,Education (Higher Education),Administrative Assistant,35000,0,USD,United States,Pennsylvania,Elizabethtown,21 - 30 years,21 - 30 years,High School,Woman
25-34,Sales,Account Executive,55000,55000,CAD,Canada,Unknown,Toronto,2 - 4 years,2 - 4 years,College degree,Man
25-34,Health care,Lead Information Analyst,31000,0,GBP,United Kingdom,Unknown,Norwich,8 - 10 years,2 - 4 years,Master's degree,Woman
18-24,Business or Consulting,Consultant- Data Analytics ,56000,8000,GBP,United Kingdom,Unknown,London,2 - 4 years,1 year or less,Some college,Woman
35-44,Health care,Occupational Therapy,93000,1000,USD,United States ,North Carolina,Charlotte ,11 - 20 years,11 - 20 years,Master's degree,Woman
45-54,Education (Primary/Secondary),Learning Support Assistant,52000,0,AUD/NZD,United States,Unknown,Sydney,11 - 20 years,5-7 years,College degree,Woman
25-34,Engineering or Manufacturing,Environmental Engineer,77000,0,USD,United States,New York,Buffalo,5-7 years,5-7 years,Master's degree,Woman
35-44,Computing or Tech,Manager,68000,5000,USD,United States,Ohio,Columbus,11 - 20 years,11 - 20 years,College degree,Woman
35-44,"Marketing, Advertising & PR",Staff Writer,70000,1400,USD,United States,Connecticut,New Haven,11 - 20 years,5-7 years,College degree,Woman
35-44,Utilities & Telecommunications,Director of Customer Service ,100000,12000,USD,United States,Wisconsin,Green Bay,11 - 20 years,5-7 years,College degree,Woman
35-44,Education (Higher Education),Director of (Non-academic auxiliary unit) ,62000,0,USD,United States,Georgia,Atlanta Metro,11 - 20 years,11 - 20 years,Master's degree,Woman
35-44,Government and Public Administration,Purchaser IV,49704,2500,USD,United States,Texas,Austin,11 - 20 years,5-7 years,Master's degree,Woman
25-34,Business or Consulting,Executive Assistant,46000,6500,GBP,United Kingdom,Unknown,London,8 - 10 years,5-7 years,College degree,Woman
35-44,Social Work,Medical Social Worker,53000,0,EUR,Ireland,Unknown,Dublin,11 - 20 years,5-7 years,Master's degree,Woman
25-34,Education (Higher Education),"Assistant Director, Student Advancement",49800,0,USD,United States,Ohio,Cleveland,8 - 10 years,8 - 10 years,Master's degree,Woman
25-34,"Marketing, Advertising & PR",Senior Events Planner,82000,12000,USD,United States,New York,New York City,8 - 10 years,5-7 years,College degree,Woman
25-34,Government and Public Administration,Law Librarian,51726,0,USD,United States,Delaware,Dover,11 - 20 years,8 - 10 years,Master's degree,Woman
25-34,Government and Public Administration,Project Delivery Fast Streamer,29250,125,GBP,United Kingdom,Unknown,London,5-7 years,2 - 4 years,PhD,Woman
45-54,Government and Public Administration,Planning & Programming Engineer,110000,0,USD,United States,Ohio,Columbus,21 - 30 years,21 - 30 years,College degree,Woman
25-34,Business or Consulting,Marketing Manager,87000,5000,CAD,Canada,Unknown,Toronto,8 - 10 years,8 - 10 years,College degree,Woman
65 or over,Government Contractor,Project Manager,100000,0,USD,United States,Ohio,Cincinnati,31 - 40 years,21 - 30 years,Master's degree,Woman
35-44,Social Work,Director,74000,0,USD,United States,Rhode Island,Providence,11 - 20 years,11 - 20 years,Master's degree,Woman
18-24,Computing or Tech,"Officer, Analyst II- System/Data Security",50752,0,USD,United States,North Carolina,Charlotte,1 year or less,1 year or less,High School,Non-binary
25-34,Nonprofits,"Manager, Membership and Annual Fund",43000,0,USD,United States,Pennsylvania,Pittsburgh,8 - 10 years,5-7 years,College degree,Woman
35-44,Education (Primary/Secondary),"English teacher, instructional coach",90000,10000,USD,United States,New Jersey,Livingston,11 - 20 years,11 - 20 years,Master's degree,Man
18-24,"Marketing, Advertising & PR",Senior Analytics Analyst,95000,15000,USD,United States,New York,New York City,2 - 4 years,2 - 4 years,College degree,Woman
35-44,"Leisure, Sport & Tourism",Marketing Manager,65000,0,USD,United States,Virginia,Fairfax ,11 - 20 years,8 - 10 years,Master's degree,Woman
35-44,Engineering or Manufacturing,Manager,62400,20000,USD,United States,Washington,Woodinville,11 - 20 years,5-7 years,College degree,Woman
35-44,Health care,IT Business Intelligence Analyst,103000,3000,USD,United States,Florida,Miami,11 - 20 years,11 - 20 years,Master's degree,Man
25-34,Health care,Clinical Research Coordinator II,42426,100,USD,United States,Massachusetts,Boston,2 - 4 years,2 - 4 years,College degree,Woman
25-34,Engineering or Manufacturing,Mechanical Engineer,38500,0,GBP,United Kingdom,Unknown,Cardiff,8 - 10 years,5-7 years,Master's degree,Man
35-44,Insurance,Communications specialist,65000,3000,CAD,Canada,Unknown,"London, Ontario",21 - 30 years,11 - 20 years,College degree,Woman
25-34,Business or Consulting,Contracts Specialist  ,56000,0,USD,United States,Texas,Dallas,2 - 4 years,2 - 4 years,College degree,Woman
35-44,Education (Higher Education),Research Associate,54000,0,USD,United States,Pennsylvania,Pittsburgh,8 - 10 years,8 - 10 years,College degree,Woman
35-44,Education (Higher Education),Senior Accountant ,50000,0,USD,United States,Alabama,Birmingham ,11 - 20 years,8 - 10 years,College degree,Woman
35-44,wholesale distribution,"Manager, Marketing Analytics",100000,10000,USD,united states,Virginia,Hampton Roads,11 - 20 years,8 - 10 years,Master's degree,Woman
25-34,Business or Consulting,Executive Assistant,57740,0,USD,United States,Maryland,Columbia,11 - 20 years,5-7 years,Master's degree,Woman
45-54,"Accounting, Banking & Finance",Operations Processing Manager,78000,6500,USD,United States,New Jersey,Jersey City,21 - 30 years,21 - 30 years,College degree,Woman
35-44,Government and Public Administration,International relations specialist,90106,200,USD,United States,District of Columbia,Washington,8 - 10 years,5-7 years,Master's degree,Woman
25-34,Education (Higher Education),assistant professor,53125,10000,USD,United States,Ohio,cincinnati,8 - 10 years,2 - 4 years,College degree,Woman
55-64,Health care,Staff nurse,64147,1000,USD,United States,New Jersey,"Cedar Grove, NJ",41 years or more,11 - 20 years,Some college,Woman
25-34,Engineering or Manufacturing,Senior Research Associate,80000,5000,USD,United States,Massachusetts,Cambridge,2 - 4 years,2 - 4 years,Master's degree,Woman
25-34,Manufacturing,Supervisor,85000,5000,CAD,Canada,Unknown,Winnipeg,11 - 20 years,8 - 10 years,College degree,Man
25-34,Engineering or Manufacturing,Simulation test engineer,97000,0,USD,United States,New York,Saratoga Springs,11 - 20 years,11 - 20 years,College degree,Woman
35-44,Government and Public Administration,Museum Director,85000,0,USD,United States,Michigan,Lansing,11 - 20 years,11 - 20 years,PhD,Woman
45-54,Nonprofits,Senior Compliance Manager,77000,5000,USD,United States,California,San Francisco,11 - 20 years,11 - 20 years,Master's degree,Woman
55-64,Government and Public Administration,Director of Strategic Initiatives,84000,0,USD,United States,Ohio,Columbus,41 years or more,21 - 30 years,Master's degree,Woman
25-34,Recruitment or HR,Director of Corporate Communications,125000,30000,USD,United States,Florida,Boca Raton,11 - 20 years,11 - 20 years,College degree,Woman
25-34,Media & Digital,Output editor: TV news,690000,57000,ZAR,South Africa,Unknown,Johannesburg,8 - 10 years,8 - 10 years,College degree,Woman
35-44,Health care,Community Engagement Manager,31500,0,GBP,United Kingdom,Unknown,Preston,11 - 20 years,2 - 4 years,Master's degree,Woman
35-44,Health care,Executive Assistant,65000,5000,USD,United States,Colorado,Denver,11 - 20 years,5-7 years,College degree,Woman
25-34,Property or Construction,Proposals & Marketing Manager,98000,0,USD,United Arab Emirates,Unknown,Dubai,8 - 10 years,2 - 4 years,Master's degree,Other or prefer not to answer
25-34,Computing or Tech,Software Engineer,52685,2500,GBP,United Kingdom,Unknown,Bristol,2 - 4 years,2 - 4 years,Master's degree,Man
35-44,Engineering or Manufacturing,Lead Analytical Scientist,102000,15000,USD,United States,Ohio,Akron,11 - 20 years,11 - 20 years,PhD,Man
25-34,Computing or Tech,Software Engineer,42000,8000,GBP,United Kingdom,Unknown,London,5-7 years,5-7 years,PhD,Man
35-44,Education (Higher Education),Admissions Assessor ,74482,0,CAD,Canada,Unknown,Toronto,21 - 30 years,11 - 20 years,College degree,Woman
35-44,Printing,Print Press Operator,40000,0,USD,United States,Missouri,Kansas City,11 - 20 years,11 - 20 years,College degree,Man
45-54,Transport or Logistics,HR Director,80000,0,USD,United States,Kentucky,Louisville,11 - 20 years,8 - 10 years,Some college,Woman
25-34,Costruction admin,Office Administrator,38000,0,CAD,Canada,Unknown,Kitchener,8 - 10 years,2 - 4 years,Some college,Woman
25-34,Health care,Digital Content Assistant,57969,0,CAD,Canada,Unknown,Kingston,5-7 years,2 - 4 years,College degree,Woman
35-44,Computing or Tech,Instructional Designer,111000,0,USD,United States,Unknown,N/A,21 - 30 years,11 - 20 years,College degree,Woman
25-34,Consumer goods,Senior Regulatory Affairs Associate,103000,6000,USD,United States,New Jersey,Parsippany ,8 - 10 years,5-7 years,College degree,Woman
25-34,Engineering or Manufacturing,Quality Coordinator,78000,3000,USD,United States,Texas,Corpus Christi,5-7 years,5-7 years,College degree,Woman
25-34,Engineering or Manufacturing,Product Management Director,163000,32000,USD,United States,Pennsylvania,Pittsburgh,11 - 20 years,8 - 10 years,Master's degree,Woman
35-44,Life Sciences ,Clinical Trial Set Up Manager,74446,5188,USD,United States,Georgia,MARIETTA,5-7 years,2 - 4 years,PhD,Woman
35-44,Art & Design,Interior Stylist,60000,6000,USD,United States,Utah,Salt Lake City,2 - 4 years,5-7 years,College degree,Woman
25-34,"Accounting, Banking & Finance",Trader,180000,150000,USD,united states,New York,New York,8 - 10 years,8 - 10 years,College degree,Woman
25-34,Art & Design,Visual Designer,80000,0,USD,United States,Georgia,Atlanta,11 - 20 years,8 - 10 years,College degree,Woman
35-44,Health care,Product Owner,117875,23000,USD,United States,Massachusetts,Boston,11 - 20 years,2 - 4 years,College degree,Woman
25-34,Computing or Tech,Engineering Lead,155000,15500,USD,United States,Massachusetts,Boston,8 - 10 years,5-7 years,Master's degree,Unknown
55-64,Retail,Appliance specialist,33280,250,USD,United States,Michigan,"Chesterfield, MI",31 - 40 years,31 - 40 years,College degree,Woman
45-54,"Accounting, Banking & Finance",Senior Financial Analyst,97200,0,USD,United States,Maryland,Hollywood,31 - 40 years,11 - 20 years,Master's degree,Woman
25-34,"Accounting, Banking & Finance",Database Analyst ,52500,0,USD,United States ,Massachusetts,Boston,11 - 20 years,11 - 20 years,College degree,Woman
25-34,Computing or Tech,senior software engineer ,172000,5000,USD,United States,Massachusetts,boston,5-7 years,5-7 years,College degree,Woman
25-34,Health care,"Director, Medical Group Administration ",134000,0,USD,United States ,Pennsylvania,Greater Philly ,8 - 10 years,8 - 10 years,Master's degree,Woman
35-44,Law,Senior Associate General Counsel,175000,15000,USD,United States,Ohio,Columbus,21 - 30 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman
25-34,Computing or Tech,Senior Software Engineer,165000,25000,USD,United States,Massachusetts,Boston,8 - 10 years,5-7 years,Master's degree,Woman
25-34,Property or Construction,Architectural Designer,70000,5000,CAD,Canada,Unknown,Toronto,2 - 4 years,2 - 4 years,Master's degree,Woman
35-44,Education (Higher Education),Program Coordinator,62400,5000,USD,United States,Massachusetts,Boston,5-7 years,5-7 years,Master's degree,Woman
25-34,"Accounting, Banking & Finance",Tax Senior,72000,0,USD,United States,Kentucky,Louisville,5-7 years,5-7 years,College degree,Woman
45-54,Media & Digital,Senior Producer,200000,5000,USD,United States,New York,NYC,31 - 40 years,21 - 30 years,Master's degree,Woman
25-34,"Marketing, Advertising & PR",Marketing Manager,72000,0,Other,Poland,Unknown,Kraków,8 - 10 years,2 - 4 years,College degree,Man
35-44,Computing or Tech,Software Engineer ,200000,200000,USD,United States,California,Sunnyvale,11 - 20 years,11 - 20 years,Master's degree,Man
45-54,Computing or Tech,Sr. Director,170000,51000,USD,United States,Kentucky,Louisville (remote),31 - 40 years,21 - 30 years,Some college,Man
35-44,Computing or Tech,Senior Engineer,170600,0,USD,United States,North Carolina,Raleigh,11 - 20 years,11 - 20 years,Master's degree,Man
35-44,Law Enforcement & Security,Senior tech ops,65000,0,USD,United States,Washington,Seattle,11 - 20 years,2 - 4 years,College degree,Woman
35-44,Education (Higher Education),Associate Professor of English,54000,10000,USD,United States,Georgia,city in Middle Georgia ,11 - 20 years,11 - 20 years,PhD,Woman
25-34,Virtual reality,Analyst,55000,600,USD,United States,Georgia,Atlanta,1 year or less,1 year or less,College degree,Woman
35-44,Art & Design,Designer | Studio Coordinator,55000,1000,USD,United States,Indiana,Indianapolis,11 - 20 years,8 - 10 years,Master's degree,Woman
35-44,Nonprofits,Operations Manager,80000,4000,USD,United States,Illinois,Chicago,8 - 10 years,5-7 years,Master's degree,Man
25-34,Engineering or Manufacturing,Controls engineer 2,98000,9800,USD,United States,Minnesota,Maple grove,5-7 years,5-7 years,College degree,Man
25-34,Social Work,Medical Social Worker,48000,0,USD,United States,Ohio,Dayton,11 - 20 years,11 - 20 years,Master's degree,Woman
25-34,Government and Public Administration,Accounting Manager,88000,4400,USD,United states,Maryland,Rockville,11 - 20 years,11 - 20 years,College degree,Woman
35-44,Pharmaceutical,Project Lead,98000,10000,USD,United States,Indiana,Indianapolis,11 - 20 years,2 - 4 years,Master's degree,Woman
